id,5,6,7,8,9,0,1,2,3,4,label
0,-0.0692552,-0.06562546,-0.043941267,-0.007539581,0.02017164,-0.32281485,0.04716168,0.058778983,-0.101568155,-0.036623303,0
1,0.015884902,0.066427164,-0.039693736,0.030710485,-0.02842937,-0.44486552,0.12292855,0.1784055,-0.08593494,0.029317815,1
2,-0.22586858,-0.058846697,0.082107574,0.041263368,0.024927044,-0.05762705,0.18541083,-0.106860794,0.11306181,0.12434424,0
3,0.012855422,0.06899375,0.021079116,-0.008984621,0.003368945,-0.47498065,-0.10756976,0.004636897,-0.06085385,0.011327076,0
4,-0.047077008,-0.032577924,0.009864641,-0.1038916,-0.005145534,0.40058726,0.037594836,0.09812658,0.06448951,-0.18823062,0
5,0.034729075,-0.0629595,0.013589037,0.008525166,0.002232827,-0.5402377,-0.06667682,0.07955039,0.047849532,0.11732469,0
6,-0.041987088,0.020687401,-0.07367663,0.034179363,0.082956694,0.74191856,-0.19754958,-0.1804878,0.059540648,-0.1381026,1
7,-0.09164886,0.067666635,0.02574388,-0.002984087,0.005081066,-0.30914554,0.03785268,0.0937624,-0.034127686,-0.1905249,0
8,0.051092044,-0.023020381,0.019901523,-0.009993033,0.012787568,0.632905,-0.017856712,-0.0488766,0.040773615,0.078295864,0
9,0.04871476,0.06817377,-0.013248204,0.040526547,0.00786608,-0.58148646,0.007877886,-0.026000142,0.045359425,-0.010970748,1
10,-0.0743128,0.06732023,-0.043108843,0.012350274,0.039914843,-0.55966616,-0.10836711,0.005011401,-0.000340171,0.08633545,0
11,0.07963802,0.06632221,0.12566854,0.11484832,0.005955416,-0.20191649,0.107693784,-0.10543903,-0.03592317,0.13593756,0
12,0.15959202,-0.015235574,0.036064845,-0.02039784,0.030971024,0.76347893,0.13364683,-0.054060988,0.034530662,-0.06260898,0
13,-0.061436158,0.047047824,-0.010578245,-0.08234866,0.064267315,0.04623626,-0.022069488,-0.124560274,-0.06720308,0.007938556,0
14,0.048010476,0.06916408,-0.031669848,0.02570142,-0.018584266,-0.41331193,-0.02985187,0.05613634,-0.044404864,-0.046325516,1
15,-0.013921226,-0.060113493,-0.004561809,-0.016703324,0.05048455,0.030147659,0.04905096,0.004634757,-0.06366355,-0.061844938,0
16,-0.007980506,-0.06499082,-0.02825545,0.043910455,-0.012920917,-0.5370335,0.03481725,-0.10728395,0.025876304,0.07356306,0
17,-0.01600026,-0.026839811,0.002216047,-0.055570748,0.056086052,0.58677924,0.10126504,0.043296102,-0.15506215,-0.11144516,0
18,-0.087643676,0.058760934,-0.06731968,0.09906053,-0.007277976,-0.23562524,-0.26082897,-0.005610708,0.107528135,-0.06920048,1
19,0.036369413,0.065527715,0.034581713,-0.017267,-0.001755189,-0.5864639,-0.06335706,0.00182555,0.031993646,0.057606965,1
20,-0.13063878,-0.022025874,0.061343152,0.068814136,0.040271584,0.58449864,0.2595292,0.007834745,-0.064743616,0.13098241,0
21,-0.09651945,-0.06583305,-0.011387281,-0.08363218,-0.001110324,-0.34751803,-0.005477297,0.002950752,-0.11233014,0.034403503,0
22,-0.21012883,0.04667448,0.051398735,-0.07454062,0.023915738,0.1809356,0.02185074,0.016882012,-0.061072763,-0.035277627,1
23,0.005694158,-0.06409229,0.07607274,0.011719803,0.039150037,-0.566825,-0.0029279,0.020539407,-0.040577512,-0.012292478,0
24,-0.095829815,-0.016589683,-0.06291293,-0.03217491,-0.007155565,0.7052209,-0.15615115,0.14948969,-0.06539971,0.08125867,1
25,-0.020748377,-0.017584683,-0.020097114,-0.060197197,0.038926657,0.7274986,-0.07466276,-0.009346217,-0.05212539,0.26054388,0
26,-0.035427824,-0.023498861,-0.03684222,0.015365213,0.052917734,0.6527054,0.047796607,0.14469722,-0.022812117,-0.080606185,0
27,0.06908841,0.03634555,-0.020588929,-0.029674781,-0.051042724,0.30557764,-0.374521,0.06718645,0.1488512,0.11337523,0
28,0.022761593,0.06785199,-0.020649863,0.007055966,0.029795932,-0.4885919,0.18385068,-0.012559719,-0.04572627,0.066023976,0
29,-0.048567664,-0.068460174,0.013942494,0.002931165,0.003893629,-0.39067435,0.13581963,0.12553982,0.06014875,0.004453776,1
30,-0.15665378,-0.024232805,-0.03730384,0.14841557,-0.003513343,0.38913327,-0.26365352,-0.003994396,0.009100135,0.025943862,1
31,0.07771979,0.033580527,-0.058477107,0.012836658,-0.10551669,0.38444358,0.3362173,-0.120404474,0.16361462,-0.012416007,1
